step,epoch,loss
0,1,0.61376953125
1,1,0.6519775390625
2,1,0.8343505859375
3,1,0.5474853515625
4,1,0.54168701171875
5,1,0.54351806640625
6,1,0.6258544921875
7,1,0.5821533203125
8,1,0.66412353515625
9,1,0.732421875
10,1,0.5152587890625
11,1,0.65032958984375
12,1,0.7381591796875
13,1,0.6551513671875
14,1,0.6097412109375
15,1,0.62744140625
16,1,0.7763671875
17,1,0.6427001953125
18,1,0.4246826171875
19,1,0.6226806640625
20,1,0.71209716796875
21,1,0.6580810546875
22,1,0.73846435546875
23,1,0.6292724609375
24,1,0.50433349609375
25,1,0.587646484375
26,1,0.666259765625
27,1,0.6983642578125
28,1,0.70098876953125
29,1,0.81378173828125
30,1,0.67431640625
31,1,0.651123046875
32,1,0.667724609375
33,1,0.68011474609375
34,1,0.8048095703125
35,1,0.687744140625
36,1,0.7623291015625
37,1,0.6405029296875
38,1,0.48895263671875
39,1,0.51287841796875
40,1,0.760009765625
41,1,0.7447509765625
42,1,0.65447998046875
43,1,0.461669921875
44,1,0.7333984375
45,1,0.6033935546875
46,1,0.4705810546875
47,1,0.6494140625
48,1,0.5059814453125
49,1,0.42388916015625
50,1,0.590087890625
51,1,0.7333984375
52,1,0.5184326171875
53,1,0.65582275390625
54,1,0.877685546875
55,1,0.64300537109375
56,1,0.71923828125
57,1,0.718505859375
58,1,0.63323974609375
59,1,0.861572265625
60,1,0.8204345703125
61,1,0.7926025390625
62,1,0.6114501953125
63,1,0.56854248046875
64,1,0.5181884765625
65,1,0.757568359375
66,1,0.66326904296875
67,1,0.75994873046875
68,1,0.5380859375
69,1,0.712158203125
70,1,0.77484130859375
71,1,0.56103515625
72,1,0.6334228515625
73,1,0.69854736328125
74,1,0.626708984375
75,1,0.658935546875
76,1,0.709716796875
77,1,0.811279296875
78,1,0.6329345703125
79,1,0.68743896484375
80,1,0.65948486328125
81,1,0.64617919921875
82,1,0.5985107421875
83,1,0.7271728515625
84,1,0.6181640625
85,1,0.762451171875
86,1,0.8389892578125
87,1,0.67626953125
88,1,0.6512451171875
89,1,0.69366455078125
90,1,0.474609375
91,1,0.62109375
92,1,0.7325439453125
93,1,0.482666015625
94,1,0.80517578125
95,1,0.54229736328125
96,1,0.51385498046875
97,1,0.73486328125
98,1,0.93572998046875
99,1,0.74481201171875
100,1,0.63519287109375
101,1,0.56317138671875
102,1,0.55816650390625
103,1,0.78131103515625
104,1,0.7557373046875
105,1,0.60015869140625
106,1,0.7620849609375
107,1,0.8411865234375
108,1,0.5650634765625
109,1,0.77252197265625
110,1,0.762939453125
111,1,0.56561279296875
112,1,0.58001708984375
113,1,0.5623779296875
114,1,0.48480224609375
115,1,0.7227783203125
116,1,0.8011474609375
117,1,0.525390625
118,1,0.81561279296875
119,1,0.6307373046875
120,1,0.5206298828125
121,1,0.6083984375
122,1,0.816162109375
123,1,0.6995849609375
124,1,0.63140869140625
125,1,0.453125
126,1,0.83380126953125
127,1,0.49365234375
128,1,0.59637451171875
129,1,0.6268310546875
130,1,0.7342529296875
131,1,0.677001953125
132,1,0.730712890625
133,1,0.45953369140625
134,1,0.53778076171875
135,1,0.70648193359375
136,1,0.49554443359375
137,1,0.5247802734375
138,1,0.41552734375
139,1,0.80224609375
140,1,0.7298583984375
141,1,0.6087646484375
142,1,0.62017822265625
143,1,0.71881103515625
144,1,0.71063232421875
145,1,0.505615234375
146,1,0.49383544921875
147,1,0.71826171875
148,1,0.6649169921875
149,1,0.44671630859375
150,1,0.7794189453125
151,1,0.43603515625
152,1,0.7091064453125
153,1,0.53759765625
154,1,0.72454833984375
